Player,season,Pos,GP,FOW,FOL,FaceoffRating
Ryan McDonagh,14-15,D,71,0.0,0.0,0
Colin McDonald,14-15,RW,18,2.0,2.0,0
Jamie McGinn,14-15,LW,19,1.0,0.0,0
Tye McGinn,14-15,LW,51,1.0,1.0,0
Brian McGrattan,14-15,RW,8,0.0,0.0,0
Dylan McIlrath,14-15,D,1,0.0,0.0,0
Greg McKegg,14-15,C,3,17.0,16.0,16
Curtis McKenzie,14-15,LW,36,3.0,5.0,0
Cody McLeod,14-15,LW,82,1.0,8.0,0
Brandon McMillan,14-15,C,58,10.0,13.0,0
Brayden McNabb,14-15,D,71,1.0,0.0,-1
Adam McQuaid,14-15,D,63,0.0,1.0,0
Jayson Megna,14-15,C,12,0.0,0.0,0
Jonathon Merrill,14-15,D,66,0.0,0.0,0
Andrej Meszároš,14-15,D,60,0.0,0.0,0
Marc Methot,14-15,D,45,0.0,1.0,0
Milan Michálek,14-15,LW,66,11.0,12.0,0
Zbyněk Michálek,14-15,D,68,0.0,0.0,0
Andrew Miller,14-15,C,9,1.0,1.0,0
Drew Miller,14-15,LW,82,6.0,13.0,0
J.T. Miller,14-15,C,58,93.0,112.0,5
Kevan Miller,14-15,D,41,0.0,0.0,0
John Mitchell,14-15,C,68,374.0,361.0,15
Torrey Mitchell,14-15,C,65,399.0,415.0,12
Willie Mitchell,14-15,D,66,0.0,0.0,0
Travis Moen,14-15,LW,44,0.0,4.0,0
Sean Monahan,14-15,C,81,902.0,917.0,14
Dominic Moore,14-15,C,82,581.0,486.0,22
John Moore,14-15,D,57,0.0,0.0,0
Jeremy Morin,14-15,RW,43,2.0,3.0,0
Travis Morin,14-15,C,6,28.0,32.0,8
Brenden Morrow,14-15,LW,70,0.0,0.0,0
Joseph Morrow,14-15,D,15,0.0,0.0,0
Dave Moss,14-15,RW,60,6.0,7.0,0
Kael Mouillierat,14-15,LW,6,16.0,18.0,6
Matt Moulson,14-15,LW,77,13.0,9.0,0
Chris Mueller,14-15,C,7,38.0,26.0,24
Mirco Müller,14-15,D,39,0.0,0.0,0
Connor Murphy,14-15,D,73,0.0,1.0,0
Ryan Murphy,14-15,D,37,0.0,0.0,0
Ryan Murray,14-15,D,12,0.0,0.0,0
David Musil,14-15,D,4,0.0,0.0,0
Jake Muzzin,14-15,D,76,0.0,0.0,0
Tyler Myers,14-15,D,71,0.0,0.0,0
Vladislav Namestnikov,14-15,C,43,67.0,84.0,5
Rick Nash,14-15,LW,79,2.0,2.0,0
Riley Nash,14-15,C,68,488.0,470.0,16
James Neal,14-15,LW,67,7.0,10.0,0
Chris Neil,14-15,RW,38,3.0,2.0,0
Brock Nelson,14-15,C,82,354.0,445.0,5
Patrik Nemeth,14-15,D,22,0.0,0.0,0
Nikita Nesterov,14-15,D,27,0.0,0.0,0
Andrej Nestrašil,14-15,C,54,55.0,39.0,5
Valeri Nichushkin,14-15,RW,8,0.0,0.0,0
Nino Niederreiter,14-15,RW,80,2.0,5.0,0
Frans Nielsen,14-15,C,78,506.0,543.0,11
Matthew Nieto,14-15,LW,72,0.0,1.0,0
Nikita Nikitin,14-15,D,42,0.0,0.0,0
Matt Niskanen,14-15,D,82,0.0,0.0,0
Stefan Noesen,14-15,RW,1,0.0,0.0,0
Jordan Nolan,14-15,C,60,1.0,5.0,0
Joakim Nordström,14-15,C,38,2.0,8.0,0
Ryan Nugent-Hopkins,14-15,C,76,620.0,727.0,8
Darnell Nurse,14-15,D,2,0.0,0.0,0
Gustav Nyquist,14-15,C,82,1.0,8.0,0
Eric Nystrom,14-15,LW,60,4.0,8.0,0
Liam O'Brien,14-15,C,13,1.0,1.0,0
Shane O'Brien,14-15,D,9,0.0,0.0,0
Eric O'Dell,14-15,C,11,18.0,23.0,2
Ryan O'Reilly,14-15,C,82,713.0,621.0,20
Johnny Oduya,14-15,D,76,0.0,0.0,0
Jordan Oesterle,14-15,D,6,0.0,0.0,0
Kyle Okposo,14-15,RW,60,80.0,81.0,5
Jamie Oleksiak,14-15,D,36,0.0,0.0,0
Steven Oleksy,14-15,D,1,0.0,0.0,0
Dylan Olsen,14-15,D,44,0.0,0.0,0
Brooks Orpik,14-15,D,78,0.0,0.0,0
Colton Orr,14-15,RW,1,,,0
T.J. Oshie,14-15,RW,72,3.0,10.0,0
Steve Ott,14-15,C,78,159.0,121.0,10
Xavier Ouellet,14-15,D,21,0.0,0.0,0
Alex Ovechkin,14-15,LW,81,2.0,3.0,0
Magnus Pääjärvi,14-15,LW,10,1.0,0.0,0
Max Pacioretty,14-15,LW,80,2.0,7.0,0
Jean-Gabriel Pageau,14-15,C,50,335.0,344.0,13
Daniel Paille,14-15,LW,71,2.0,5.0,0
Iiro Pakarinen,14-15,RW,17,1.0,0.0,0
Ondřej Palát,14-15,LW,75,10.0,25.0,0
Michael Paliotta,14-15,D,1,0.0,0.0,0
Kyle Palmieri,14-15,RW,57,6.0,6.0,0
Richard Pánik,14-15,RW,76,2.0,5.0,0
Cédric Paquette,14-15,C,64,106.0,120.0,5
Adam Pardy,14-15,D,55,0.0,0.0,0
P.A. Parenteau,14-15,RW,56,10.0,16.0,0
Zach Parise,14-15,LW,74,2.0,10.0,0
David Pastrňák,14-15,RW,46,5.0,12.0,0
Greg Pateryn,14-15,D,17,0.0,0.0,0
Joe Pavelski,14-15,C,82,604.0,508.0,21
Tanner Pearson,14-15,LW,42,5.0,2.0,0
Anthony Peluso,14-15,RW,49,0.0,1.0,0
Stuart Percy,14-15,D,9,0.0,0.0,0
Mathieu Perreault,14-15,C,62,224.0,210.0,14
David Perron,14-15,LW,81,3.0,9.0,0
Corey Perry,14-15,RW,67,3.0,9.0,0
Alexander Petrovic,14-15,D,33,0.0,0.0,0
Jeff Petry,14-15,D,78,0.0,0.0,0
Dion Phaneuf,14-15,D,70,0.0,0.0,0
Chris Phillips,14-15,D,36,0.0,0.0,0
Alex Pietrangelo,14-15,D,81,0.0,0.0,0
Steve Pinizzotto,14-15,RW,18,0.0,0.0,0
Brandon Pirri,14-15,C,49,86.0,89.0,5
Joe Piskula,14-15,D,1,0.0,0.0,0
Tyler Pitlick,14-15,RW,17,5.0,4.0,0
Tomáš Plekanec,14-15,C,82,777.0,771.0,15
Emile Poirier,14-15,RW,6,0.0,1.0,0
Roman Polák,14-15,D,56,1.0,0.0,-1
Jason Pominville,14-15,RW,82,39.0,47.0,5
Chris Porter,14-15,LW,24,4.0,5.0,0
Paul Postma,14-15,D,42,0.0,0.0,0
Corey Potter,14-15,D,6,0.0,0.0,0
Benoît Pouliot,14-15,LW,58,13.0,21.0,0
Derrick Pouliot,14-15,D,34,0.0,0.0,0
Shane Prince,14-15,LW,2,0.0,0.0,0
Nate Prosser,14-15,D,63,0.0,0.0,0
Dalton Prout,14-15,D,63,0.0,0.0,0
Brandon Prust,14-15,LW,82,16.0,15.0,0
Matt Puempel,14-15,LW,13,0.0,1.0,0
Teemu Pulkkinen,14-15,LW,31,0.0,0.0,0
Teddy Purcell,14-15,RW,82,4.0,3.0,0
Mark Pysyk,14-15,D,7,0.0,0.0,0
Kyle Quincey,14-15,D,73,0.0,0.0,0
Michael Raffl,14-15,LW,67,44.0,53.0,5
Rickard Rakell,14-15,C,71,310.0,352.0,8
John Ramage,14-15,D,1,0.0,0.0,0
Brendan Ranford,14-15,LW,1,0.0,0.0,0
Victor Rask,14-15,C,80,468.0,450.0,16
Ty Rattie,14-15,RW,11,0.0,0.0,0
Mason Raymond,14-15,LW,57,0.0,3.0,0
Matt Read,14-15,RW,80,11.0,10.0,0
Ryan Reaves,14-15,RW,81,0.0,0.0,0
Zach Redmond,14-15,D,59,0.0,0.0,0
Dylan Reese,14-15,D,1,0.0,0.0,0
Robyn Regehr,14-15,D,67,0.0,0.0,0
Peter Regin,14-15,C,4,1.0,1.0,0
Griffin Reinhart,14-15,D,8,0.0,0.0,0
Max Reinhart,14-15,C,4,6.0,23.0,0
Sam Reinhart,14-15,C,9,21.0,65.0,5
Borna Rendulic,14-15,RW,11,0.0,0.0,0
Mike Ribeiro,14-15,C,82,582.0,766.0,5
Brad Richards,14-15,C,76,399.0,426.0,11
Mike Richards,14-15,C,53,275.0,299.0,10
Brad Richardson,14-15,RW,45,272.0,298.0,10
Tobias Rieder,14-15,RW,72,1.0,4.0,0
Morgan Rielly,14-15,D,81,0.0,0.0,0
Zac Rinaldo,14-15,C,58,1.0,2.0,0
Rasmus Rissanen,14-15,D,6,0.0,0.0,0
Rasmus Ristolainen,14-15,D,78,1.0,0.0,-1
Brett Ritchie,14-15,RW,31,1.0,3.0,0
Colby Robak,14-15,D,12,0.0,0.0,0
Stéphane Robidas,14-15,D,52,0.0,0.0,0
Bobby Robins,14-15,C,3,0.0,0.0,0
Antoine Roussel,14-15,LW,80,3.0,14.0,0
Derek Roy,14-15,C,72,407.0,494.0,6
Michal Rozsíval,14-15,D,65,0.0,0.0,0
Chad Ruhwedel,14-15,D,4,0.0,0.0,0
David Rundblad,14-15,D,49,0.0,0.0,0
Kris Russell,14-15,D,79,0.0,0.0,0
Bryan Rust,14-15,RW,14,0.0,0.0,0
Tuomo Ruutu,14-15,RW,77,4.0,5.0,0
Bobby Ryan,14-15,RW,78,4.0,7.0,0
Kerby Rychel,14-15,LW,5,0.0,0.0,0
Michael Ryder,14-15,RW,47,2.0,4.0,0
Brandon Saad,14-15,LW,82,38.0,50.0,5
Miikka Salomäki,14-15,RW,1,0.0,0.0,0
Bryce Salvador,14-15,D,15,0.0,0.0,0
Henrik Samuelsson,14-15,C,3,2.0,0.0,0
Philip Samuelsson,14-15,D,4,0.0,0.0,0
Mike Santorelli,14-15,C,79,86.0,100.0,5
David Savard,14-15,D,82,1.0,0.0,-1
Luca Sbisa,14-15,D,76,0.0,0.0,0
Marco Scandella,14-15,D,64,0.0,0.0,0
Colton Sceviour,14-15,C,71,30.0,41.0,5
Tim Schaller,14-15,C,18,74.0,112.0,5
Mark Scheifele,14-15,C,82,506.0,659.0,5
Brayden Schenn,14-15,C,82,86.0,98.0,5
Luke Schenn,14-15,D,58,0.0,0.0,0
Cameron Schilling,14-15,D,4,0.0,0.0,0
David Schlemko,14-15,D,44,0.0,0.0,0
Nate Schmidt,14-15,D,39,0.0,0.0,0
Jordan Schroeder,14-15,C,25,0.0,0.0,0
Jeff Schultz,14-15,D,9,0.0,0.0,0
Justin Schultz,14-15,D,81,1.0,0.0,-1
Nick Schultz,14-15,D,80,0.0,0.0,0
Jaden Schwartz,14-15,LW,75,69.0,77.0,5
John Scott,14-15,LW,38,0.0,0.0,0
Rob Scuderi,14-15,D,82,0.0,0.0,0
Brent Seabrook,14-15,D,82,0.0,0.0,0
Daniel Sedin*,14-15,LW,82,2.0,3.0,0
Henrik Sedin*,14-15,C,82,708.0,848.0,7
Tyler Seguin,14-15,C,71,275.0,236.0,17
Dennis Seidenberg,14-15,D,82,0.0,0.0,0
Jiří Sekáč,14-15,LW,69,0.0,2.0,0
Andrej Sekera,14-15,D,73,0.0,0.0,0
Alexander Semin,14-15,RW,57,3.0,6.0,0
Tim Sestito,14-15,LW,15,43.0,59.0,5
Tom Sestito,14-15,LW,3,0.0,0.0,0
Devin Setoguchi,14-15,RW,12,1.0,1.0,0
Damon Severson,14-15,D,51,0.0,1.0,0
Michael Sgarbossa,14-15,C,3,9.0,11.0,5
Patrick Sharp,14-15,LW,68,53.0,55.0,5
Kevin Shattenkirk,14-15,D,56,0.0,0.0,0
Andrew Shaw,14-15,C,79,357.0,355.0,13
Riley Sheahan,14-15,C,79,484.0,479.0,15
James Sheppard,14-15,C,71,246.0,271.0,8
Brendan Shinnimin,14-15,C,12,42.0,59.0,5
Drew Shore,14-15,C,11,33.0,32.0,11
Nick Shore,14-15,C,34,127.0,109.0,16
Justin Shugg,14-15,RW,3,0.0,0.0,0
Duncan Siemens,14-15,D,1,0.0,0.0,0
Jakob Silfverberg,14-15,RW,81,23.0,27.0,0
Zach Sill,14-15,C,63,46.0,47.0,5
Wayne Simmonds,14-15,RW,75,4.0,1.0,0
Mike Sislo,14-15,RW,10,0.0,0.0,0
Jack Skille,14-15,RW,45,3.0,5.0,0
Jeff Skinner,14-15,LW,77,21.0,25.0,0
Jim Slater,14-15,C,82,451.0,305.0,24
Ladislav Šmíd,14-15,D,31,0.0,0.0,0
Ben Smith,14-15,RW,80,310.0,284.0,15
Brendan Smith,14-15,D,76,0.0,0.0,0
Colin Smith,14-15,C,1,4.0,6.0,2
Craig Smith,14-15,C,82,13.0,18.0,0
Reilly Smith,14-15,RW,81,2.0,5.0,0
Trevor Smith,14-15,C,54,293.0,268.0,17
Zack Smith,14-15,C,37,103.0,128.0,5
Devante Smith-Pelly,14-15,RW,74,23.0,60.0,5
Carl Söderberg,14-15,C,82,369.0,389.0,11
Nick Spaling,14-15,C,82,84.0,90.0,5
Jason Spezza,14-15,C,82,682.0,580.0,21
Ryan Spooner,14-15,C,29,100.0,120.0,6
Jared Spurgeon,14-15,D,66,0.0,0.0,0
Frédéric St. Denis,14-15,D,4,0.0,0.0,0
Martin St. Louis*,14-15,RW,74,51.0,59.0,5
Eric Staal,14-15,C,77,343.0,326.0,15
Jordan Staal,14-15,C,46,499.0,386.0,24
Marc Staal,14-15,D,80,1.0,1.0,0
Drew Stafford,14-15,RW,76,87.0,86.0,5
Matt Stajan,14-15,C,59,306.0,307.0,13
Viktor Stålberg,14-15,LW,25,1.0,0.0,0
Steven Stamkos,14-15,C,82,438.0,466.0,11
Ryan Stanton,14-15,D,54,0.0,0.0,0
Paul Stastny,14-15,C,74,671.0,479.0,26
Alexander Steen,14-15,LW,74,222.0,210.0,11
Lee Stempniak,14-15,RW,71,13.0,19.0,0
Derek Stepan,14-15,C,68,545.0,680.0,6
Chris Stewart,14-15,RW,81,10.0,31.0,0
Jarret Stoll,14-15,C,73,563.0,562.0,14
Karl Stollery,14-15,D,10,0.0,0.0,0
Mark Stone,14-15,RW,80,7.0,11.0,0
Michael Stone,14-15,D,81,1.0,0.0,-1
Clayton Stoner,14-15,D,69,0.0,0.0,0
Tyson Strachan,14-15,D,46,0.0,0.0,0
Brian Strait,14-15,D,52,0.0,1.0,0
Petr Straka,14-15,RW,3,0.0,0.0,0
Anton Strålman,14-15,D,82,0.0,0.0,0
Ben Street,14-15,C,3,17.0,15.0,19
Mark Streit,14-15,D,81,0.0,0.0,0
Ryan Strome,14-15,C,81,149.0,170.0,5
Brad Stuart,14-15,D,65,1.0,0.0,-1
Mark Stuart,14-15,D,70,0.0,1.0,0
P.K. Subban,14-15,D,82,0.0,0.0,0
Chris Summers,14-15,D,20,0.0,0.0,0
Andrej Šustr,14-15,D,72,0.0,0.0,0
Ryan Suter,14-15,D,77,0.0,0.0,0
Brandon Sutter,14-15,C,80,688.0,659.0,16
Brett Sutter,14-15,C,6,0.0,0.0,0
Brody Sutter,14-15,C,4,7.0,7.0,5
Jordan Szwarz,14-15,RW,9,0.0,0.0,0
Maxime Talbot,14-15,C,81,76.0,82.0,5
Chris Tanev,14-15,D,70,0.0,0.0,0
Eric Tangradi,14-15,LW,7,1.0,0.0,0
Alex Tanguay,14-15,LW,80,12.0,16.0,0
Vladimir Tarasenko,14-15,RW,77,0.0,3.0,0
Daniil Tarasov,14-15,RW,5,1.0,0.0,0
Tomáš Tatar,14-15,C,82,6.0,4.0,0
John Tavares,14-15,C,82,753.0,689.0,18
Matt Tennyson,14-15,D,27,0.0,0.0,0
Teuvo Teräväinen,14-15,LW,34,29.0,33.0,5
Chris Terry,14-15,LW,57,6.0,5.0,0
Christian Thomas,14-15,LW,18,0.0,1.0,0
Nate Thompson,14-15,C,80,557.0,496.0,19
Chris Thorburn,14-15,RW,81,37.0,20.0,5
Joe Thornton,14-15,C,78,535.0,405.0,24
Shawn Thornton,14-15,LW,46,3.0,9.0,0
Chris Tierney,14-15,C,43,150.0,192.0,5
Kimmo Timonen,14-15,D,16,0.0,0.0,0
Jarred Tinordi,14-15,D,13,0.0,0.0,0
Jiří Tlustý,14-15,LW,72,5.0,10.0,0
Jonathan Toews,14-15,C,81,947.0,728.0,25
Tyler Toffoli,14-15,C,76,4.0,5.0,0
Jordin Tootoo,14-15,RW,68,1.0,0.0,-1
Vincent Trocheck,14-15,C,50,234.0,247.0,11
Corey Tropp,14-15,RW,61,1.0,1.0,0
Zach Trotman,14-15,D,27,0.0,0.0,0
Jacob Trouba,14-15,D,65,0.0,1.0,0
Kyle Turris,14-15,C,82,737.0,730.0,15
Dana Tyrell,14-15,C,3,0.0,0.0,0
Fedor Tyutin,14-15,D,67,0.0,0.0,0
Dominik Uher,14-15,C,2,0.0,0.0,0
R.J. Umberger,14-15,LW,67,9.0,13.0,0
Scottie Upshall,14-15,LW,63,34.0,31.0,5
David Van Der Gulik,14-15,LW,1,0.0,0.0,0
James van Riemsdyk,14-15,LW,82,21.0,33.0,5
Trevor van Riemsdyk,14-15,D,18,0.0,0.0,0
Chris VandeVelde,14-15,C,72,21.0,35.0,5
Thomas Vanek,14-15,LW,80,10.0,10.0,0
Phil Varone,14-15,C,28,147.0,179.0,6
Sami Vatanen,14-15,D,67,1.0,1.0,0
Stéphane Veilleux,14-15,LW,12,0.0,1.0,0
Antoine Vermette,14-15,C,82,872.0,692.0,24
Kris Versteeg,14-15,LW,61,15.0,33.0,0
Linden Vey,14-15,RW,75,215.0,287.0,5
Tomáš Vincour,14-15,C,7,0.0,0.0,0
Ľubomír Višňovský,14-15,D,53,0.0,1.0,0
Joe Vitale,14-15,C,70,354.0,373.0,11
Marc-Édouard Vlasic,14-15,D,70,0.0,0.0,0
Anton Volchenkov,14-15,D,46,0.0,0.0,0
Aaron Volpatti,14-15,LW,2,0.0,0.0,0
Jakub Voráček,14-15,RW,82,6.0,3.0,0
Slava Voynov,14-15,D,6,0.0,0.0,0
Radim Vrbata,14-15,RW,79,5.0,4.0,0
Chris Wagner,14-15,RW,9,33.0,22.0,19
Joel Ward,14-15,RW,82,60.0,67.0,5
David Warsofsky,14-15,D,4,0.0,0.0,0
Mike Weaver,14-15,D,31,0.0,0.0,0
Mike Weber,14-15,D,64,0.0,0.0,0
Shea Weber,14-15,D,78,0.0,0.0,0
Yannick Weber,14-15,D,65,0.0,0.0,0
Dale Weise,14-15,RW,79,5.0,7.0,0
Stephen Weiss,14-15,C,52,10.0,11.0,0
Alexander Wennberg,14-15,C,68,288.0,386.0,5
Blake Wheeler,14-15,RW,79,22.0,26.0,0
Ryan White,14-15,C,34,65.0,58.0,8
Joe Whitney,14-15,RW,4,0.0,0.0,0
Dennis Wideman,14-15,D,80,0.0,0.0,0
Patrick Wiercioch,14-15,D,56,0.0,0.0,0
Justin Williams,14-15,RW,81,3.0,3.0,0
Colin Wilson,14-15,C,77,71.0,107.0,5
Garrett Wilson,14-15,LW,2,0.0,0.0,0
Ryan Wilson,14-15,D,3,0.0,0.0,0
Scott Wilson,14-15,C,1,,,0
Tom Wilson,14-15,RW,67,2.0,9.0,0
Tommy Wingels,14-15,C,75,68.0,84.0,5
Daniel Winnik,14-15,C,79,107.0,121.0,5
James Wisniewski,14-15,D,69,0.0,0.0,0
Luke Witkowski,14-15,D,16,0.0,0.0,0
David Wolf,14-15,LW,3,1.0,1.0,0
Brendan Woods,14-15,LW,2,0.0,0.0,0
Tyler Wotherspoon,14-15,D,1,0.0,0.0,0
Bogdan Yakimov,14-15,C,1,3.0,4.0,3
Nail Yakupov,14-15,RW,81,0.0,1.0,0
Keith Yandle,14-15,D,84,0.0,0.0,0
Nikita Zadorov,14-15,D,60,1.0,0.0,-1
Travis Zajac,14-15,C,74,629.0,564.0,19
Henrik Zetterberg,14-15,C,77,541.0,522.0,16
Mika Zibanejad,14-15,C,80,615.0,638.0,13
Marek Židlický,14-15,D,84,0.0,1.0,0
Harry Zolnierczyk,14-15,LW,2,0.0,2.0,0
Dainius Zubrus,14-15,C,74,34.0,47.0,5
Mats Zuccarello,14-15,LW,78,17.0,20.0,0
Jason Zucker,14-15,LW,51,2.0,4.0,0
Justin Abdelkader,15-16,LW,82,5.0,9.0,0
Noel Acciari,15-16,C,19,60.0,76.0,5
Kenny Agostino,15-16,LW,2,0.0,0.0,0
Andrew Agozzino,15-16,LW,9,24.0,21.0,12
Karl Alzner,15-16,D,82,0.0,0.0,0
Josh Anderson,15-16,RW,12,0.0,0.0,0
Joakim Andersson,15-16,C,29,32.0,38.0,5
Andy Andreoff,15-16,LW,60,134.0,134.0,7
Sven Andrighetto,15-16,RW,44,3.0,4.0,0
Mike Angelidis,15-16,LW,4,10.0,21.0,0
Artem Anisimov,15-16,C,77,507.0,641.0,5
Josh Archibald,15-16,RW,1,0.0,0.0,0
Mark Arcobello,15-16,C,20,132.0,110.0,21
Joel Armia,15-16,RW,43,0.0,2.0,0
Viktor Arvidsson,15-16,LW,56,0.0,0.0,0
Andreas Athanasiou,15-16,C,37,53.0,76.0,5
Cam Atkinson,15-16,RW,81,2.0,2.0,0
David Backes,15-16,C,79,620.0,572.0,18
Mikael Backlund,15-16,C,82,539.0,604.0,9
Nicklas Bäckström,15-16,C,75,659.0,698.0,12
Sven Baertschi,15-16,LW,69,0.0,1.0,0
Josh Bailey,15-16,RW,81,14.0,20.0,0
Justin Bailey,15-16,RW,8,0.0,0.0,0
Mark Barberio,15-16,D,30,0.0,0.0,0
Aleksander Barkov,15-16,C,66,569.0,587.0,13
Tyson Barrie,15-16,D,78,0.0,0.0,0
Matt Bartkowski,15-16,D,80,0.0,0.0,0
Victor Bartley,15-16,D,10,0.0,0.0,0
Cody Bass,15-16,C,17,12.0,9.0,2
Kyle Baun,15-16,RW,2,0.0,0.0,0
Jay Beagle,15-16,RW,57,370.0,267.0,25
François Beauchemin,15-16,D,82,0.0,0.0,0
Nathan Beaulieu,15-16,D,64,0.0,0.0,0
Taylor Beck,15-16,LW,2,0.0,0.0,0
Matt Beleskey,15-16,LW,80,6.0,19.0,0
Pierre-Édouard Bellemare,15-16,LW,74,272.0,307.0,8
Jamie Benn,15-16,LW,82,226.0,252.0,6
Jordie Benn,15-16,D,64,0.0,0.0,0
Beau Bennett,15-16,RW,33,2.0,4.0,0
Sam Bennett,15-16,C,77,160.0,187.0,5
André Benoit,15-16,D,2,0.0,0.0,0
Patrice Bergeron,15-16,C,80,1130.0,848.0,25
Patrik Berglund,15-16,C,42,139.0,138.0,11
Steve Bernier,15-16,RW,24,0.0,0.0,0
Christoph Bertschy,15-16,C,3,0.0,0.0,0
Bryan Bickell,15-16,LW,25,2.0,0.0,0
Alex Biega,15-16,D,51,0.0,0.0,0
Kevin Bieksa,15-16,D,71,0.0,0.0,0
Chris Bigras,15-16,D,31,0.0,0.0,0
Anthony Bitetto,15-16,D,28,0.0,0.0,0
Oliver Bjorkstrand,15-16,RW,12,0.0,0.0,0
Nick Bjugstad,15-16,C,67,449.0,419.0,17
Joseph Blandisi,15-16,LW,41,11.0,22.0,0
Mike Blunden,15-16,RW,20,0.0,0.0,0
Andrew Bodnarchuk,15-16,D,37,0.0,0.0,0
Zach Bogosian,15-16,D,64,0.0,0.0,0
Jared Boll,15-16,RW,30,2.0,0.0,0
Dave Bolland,15-16,C,25,156.0,185.0,7
Brandon Bollig,15-16,LW,54,2.0,1.0,0
Nick Bonino,15-16,C,63,463.0,455.0,15
Mark Borowiecki,15-16,D,63,0.0,1.0,0
Robert Bortuzzo,15-16,D,40,0.0,0.0,0
Reid Boucher,15-16,LW,39,1.0,2.0,0
Eric Boulton,15-16,LW,6,0.0,0.0,0
Lance Bouma,15-16,C,44,5.0,8.0,0
Gabriel Bourque,15-16,RW,22,0.0,1.0,0
Rene Bourque,15-16,RW,49,3.0,6.0,0
Jay Bouwmeester,15-16,D,72,0.0,0.0,0
Johnny Boychuk,15-16,D,70,0.0,0.0,0
Brad Boyes,15-16,RW,60,9.0,5.0,0
Brian Boyle,15-16,C,76,346.0,336.0,14
Dan Boyle,15-16,D,74,0.0,0.0,0
Tyler Bozak,15-16,C,57,597.0,462.0,24
Derick Brassard,15-16,C,80,676.0,670.0,15
Justin Braun,15-16,D,80,0.0,0.0,0
T.J. Brennan,15-16,D,7,0.0,0.0,0
Connor Brickley,15-16,C,23,0.0,0.0,0
T.J. Brodie,15-16,D,70,0.0,0.0,0
Jonas Brodin,15-16,D,68,0.0,0.0,0
Kyle Brodziak,15-16,C,76,275.0,281.0,11
Troy Brouwer,15-16,RW,82,65.0,49.0,5
Chris Brown,15-16,C,1,0.0,0.0,0
Connor Brown,15-16,RW,7,0.0,0.0,0
Dustin Brown,15-16,RW,82,8.0,9.0,0
J.T. Brown,15-16,RW,78,23.0,27.0,0
Mike Brown,15-16,RW,58,3.0,1.0,0
Patrick Brown,15-16,C,7,0.0,0.0,0
Brett Bulmer,15-16,RW,3,0.0,0.0,0
André Burakovsky,15-16,LW,79,17.0,20.0,0
Alexander Burmistrov,15-16,C,81,205.0,307.0,5
Brent Burns,15-16,D,82,1.0,0.0,-1
Alexandre Burrows,15-16,RW,79,10.0,12.0,0
Chris Butler,15-16,D,5,0.0,0.0,0
Dustin Byfuglien,15-16,D,81,0.0,0.0,0
Paul Byron,15-16,C,62,3.0,2.0,0
Mikkel Bødker,15-16,LW,80,1.0,2.0,0
Ryan Callahan,15-16,RW,73,21.0,15.0,0
Matt Calvert,15-16,LW,73,7.0,7.0,0
Mike Cammalleri,15-16,LW,42,7.0,7.0,0
Andrew Campbell,15-16,D,6,0.0,0.0,0
Brian Campbell,15-16,D,82,0.0,0.0,0
Gregory Campbell,15-16,C,82,229.0,253.0,7
Paul Carey,15-16,C,4,0.0,0.0,0
Matt Carle,15-16,D,64,0.0,0.0,0
John Carlson,15-16,D,56,0.0,0.0,0
Jordan Caron,15-16,RW,4,0.0,0.0,0
Ryan Carpenter,15-16,C,1,0.0,2.0,0
Daniel Carr,15-16,LW,23,0.0,0.0,0
Connor Carrick,15-16,D,19,0.0,0.0,0
Sam Carrick,15-16,C,3,1.0,0.0,0
Trevor Carrick,15-16,D,2,0.0,0.0,0
Jeff Carter,15-16,C,77,598.0,630.0,12
Ryan Carter,15-16,LW,60,21.0,17.0,0
Daniel Catenacci,15-16,C,11,2.0,0.0,0
Cody Ceci,15-16,D,75,0.0,0.0,0
Michael Chaput,15-16,C,8,49.0,26.0,26
Zdeno Chára,15-16,D,80,0.0,1.0,0
Ben Chiarot,15-16,D,70,0.0,0.0,0
Alex Chiasson,15-16,RW,77,3.0,2.0,0
Jason Chimera,15-16,LW,82,8.0,20.0,0
Kyle Chipchura,15-16,C,70,88.0,80.0,5
Taylor Chorney,15-16,D,55,0.0,0.0,0
Casey Cizikas,15-16,C,80,469.0,490.0,12
Fredrik Claesson,15-16,D,16,0.0,0.0,0
David Clarkson,15-16,RW,23,2.0,10.0,0
Adam Clendening,15-16,D,29,0.0,0.0,0
Kyle Clifford,15-16,LW,56,3.0,4.0,0
Rich Clune,15-16,LW,19,0.0,0.0,0
Cal Clutterbuck,15-16,RW,77,1.0,2.0,0
Braydon Coburn,15-16,D,80,0.0,0.0,0
Andrew Cogliano,15-16,LW,82,6.0,11.0,0
Carlo Colaiacovo,15-16,D,36,0.0,0.0,0
Joe Colborne,15-16,C,73,85.0,70.0,5
Ian Cole,15-16,D,70,0.0,0.0,0
Sean Collins,15-16,C,2,0.0,0.0,0
Blake Comeau,15-16,LW,81,276.0,290.0,9
Erik Condra,15-16,RW,54,1.0,2.0,0
Kevin Connauton,15-16,D,65,0.0,0.0,0
Brett Connolly,15-16,RW,71,14.0,17.0,0
Andrew Copp,15-16,C,77,224.0,262.0,5
Patrice Cormier,15-16,C,2,3.0,6.0,0
Frank Corrado,15-16,D,39,0.0,0.0,0
Nick Cousins,15-16,C,36,109.0,128.0,6
Logan Couture,15-16,C,52,271.0,305.0,9
Sean Couturier,15-16,C,63,537.0,568.0,12
